path	git_state	disposition	group	reason	review_required
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/REPLAY_SOURCE_FREEZE_V006.json	untracked	selected	03_l12_repair_and_adjudication	exact path admitted to proposed Git update commit group	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/REPLAY_SOURCE_FREEZE_V007.json	untracked	selected	03_l12_repair_and_adjudication	exact path admitted to proposed Git update commit group	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/AUDIT_PREPARATION_R_L12_DUAL_LAUNCH_COORDINATOR_V001/production_dual_l12_launcher.py	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/AUDIT_R_L12_TARGET_STORAGE_CACHE_V012/CACHED_CONTROL_L4_L8_GATE_AUDIT_V001.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/AUDIT_R_L12_TARGET_STORAGE_CACHE_V012/CACHED_L10_GATE_AUDIT_V001.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/AUDIT_R_L12_TARGET_STORAGE_CACHE_V012/HOSTILE_AUDIT_RESULT_V001.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/AUDIT_R_L12_TARGET_STORAGE_CACHE_V012/PHYSICAL_GATE_HOSTILE_AUDIT_V001.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/AUDIT_R_L12_TARGET_STORAGE_CACHE_V012/POSTBUILD_PAYLOAD_AUDIT_V001.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/DEVELOPMENT_R_L12_TARGET_STORAGE_CACHE_V012/CACHED_CONTROL_L4_L8_GATE_V012.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/DEVELOPMENT_R_L12_TARGET_STORAGE_CACHE_V012/CACHED_L10_GATE_V012.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/DEVELOPMENT_R_L12_TARGET_STORAGE_CACHE_V012/CONTROL_EXECUTION_AUTHORIZATION_GATE_V012.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/DEVELOPMENT_R_L12_TARGET_STORAGE_CACHE_V012/DUAL_OBSTRUCTION_AND_COMPATIBILITY_GATE_V012.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/DEVELOPMENT_R_L12_TARGET_STORAGE_CACHE_V012/FREEZE.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/DEVELOPMENT_R_L12_TARGET_STORAGE_CACHE_V012/L10_EXECUTION_AUTHORIZATION_GATE_V012.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/DEVELOPMENT_R_L12_TARGET_STORAGE_CACHE_V012/PHYSICAL_EXECUTION_GATE_V012.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/DEVELOPMENT_R_L12_TARGET_STORAGE_CACHE_V012/PHYSICAL_OUTPUTS/HISTORY_L10.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/DEVELOPMENT_R_L12_TARGET_STORAGE_CACHE_V012/PHYSICAL_OUTPUTS/HISTORY_L4.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/DEVELOPMENT_R_L12_TARGET_STORAGE_CACHE_V012/PHYSICAL_OUTPUTS/HISTORY_L6.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/DEVELOPMENT_R_L12_TARGET_STORAGE_CACHE_V012/PHYSICAL_OUTPUTS/HISTORY_L8.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/DEVELOPMENT_R_L12_TARGET_STORAGE_CACHE_V012/PREFLIGHT_MUTATION_LEDGER_V001.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/DEVELOPMENT_R_L12_TARGET_STORAGE_CACHE_V012/PREFLIGHT_RESULT_V001.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/DEVELOPMENT_R_L12_TARGET_STORAGE_CACHE_V012/build_target_cache.py	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/HOSTILE_A17_RESTORE_EVENTS_V001/EVENT_001.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/HOSTILE_A17_RESTORE_EVENTS_V001/EVENT_002.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/HOSTILE_A17_RESTORE_EVENTS_V001/EVENT_003.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/HOSTILE_A17_RESTORE_EVENTS_V001/EVENT_004.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/HOSTILE_A17_RESTORE_EVENTS_V001/EVENT_005.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/HOSTILE_A17_RESTORE_EVENTS_V001/EVENT_006.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/HOSTILE_A17_RESTORE_EVENTS_V001/EVENT_007.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/HOSTILE_A17_RESTORE_INTENT_V001.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/HOSTILE_A17_RESTORE_RECEIPT_V001.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_001.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_002.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_003.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_004.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_005.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_006.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_007.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_008.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_009.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_010.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_011.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_012.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_013.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_014.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_015.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_016.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_017.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_018.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_019.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_020.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_021.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_022.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_023.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_024.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_025.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_EVENTS_V001/EVENT_026.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_INTENT_V001.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIRED_CANONICAL_A01_A17_PRE_A18_REPAIR_V001/RETIREMENT_RECEIPT_V001.json	untracked	excluded	-	duplicated nested custody or retired tree	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/RETIREMENT_CENSUS_V001.json	untracked	selected	03_l12_repair_and_adjudication	exact path admitted to proposed Git update commit group	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/preserve_existing_stack.py	untracked	selected	03_l12_repair_and_adjudication	exact path admitted to proposed Git update commit group	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/production_obligation_validators.V012_PRE_A18_REPAIR.py	untracked	selected	03_l12_repair_and_adjudication	exact path admitted to proposed Git update commit group	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/replay_a01_a18.py	untracked	selected	03_l12_repair_and_adjudication	exact path admitted to proposed Git update commit group	-
AUDIT_R_L12_EXISTING_STACK_A18_REPAIR_V001/replay_a01_a18_v002.py	untracked	selected	03_l12_repair_and_adjudication	exact path admitted to proposed Git update commit group	-
